ECCCUniqueID,DataEnteredBy,SiteName,Prov,Prov_2,Year,Month,Day,DateObserved,Observer,Observer_contact,Lat,Long,SpeciesAlphaCode,CommonName,LatinName,GroupAs,Species_HPAIstatus,Individual_HPAIVstatus,YN,AgeClass,BreedingStatus,LandWaterColony,IFcolony_complete_partial_survey,IFcolony_boat_land_heli_plane,n_FoundNeurological,n_FoundDead,TotalObserved,n_SwabCollected,n_CarcassesCollectedAtSite,n_CarcassesSentForTesting,WhereCarcassWasSent,WhoCollected,n_Photos,PhotoVideo,GoogleDriveLinkForPhotoVideo,Comments,Site_Geocoding,lat_geocoded,lon_geocoded,latlon_simple,lat_simple,lon_simple,id,
MT-3967,Tania Barychka,Cape St. Mary's,NL,Newfoundland,2022,8,2,2022-08-02,Davonen Lab - Placentia Bay,"KW, MN",46.81895,-54.19736,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,1,,1,,,,,,,,,,,,,,,,,
MT-3968,Tania Barychka,Cape St. Mary's,NL,Newfoundland,2022,8,2,2022-08-02,Davonen Lab - Placentia Bay,"KW, MN",46.81895,-54.19736,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,,,,,,,,,,,,
MT-3969,Tania Barychka,Cape St. Mary's,NL,Newfoundland,2022,8,2,2022-08-02,Davonen Lab - Placentia Bay,"KW, MN",46.81895,-54.19736,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,,,,,,,,,,,,
MT-3970,Tania Barychka,Cape St. Mary's,NL,Newfoundland,2022,8,2,2022-08-02,Davonen Lab - Placentia Bay,KW,46.81963,-54.20538,ATPU,Atlantic Puffin,Fratercula arctica,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,,,,,,,,,,,,
MT-3971,Tania Barychka,Cape St. Mary's,NL,Newfoundland,2022,8,2,2022-08-02,Davonen Lab - Placentia Bay,KW,46.81991,-54.20614,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,,,,,,,,,,,,
MT-3972,Tania Barychka,Cape St. Mary's,NL,Newfoundland,2022,8,2,2022-08-02,Davonen Lab - Placentia Bay,KW,46.82106,-54.20663,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,,,,,,,,,,,,
MT-3973,Tania Barychka,Cape St. Mary's,NL,Newfoundland,2022,8,2,2022-08-02,Davonen Lab - Placentia Bay,KW,46.82106,-54.20663,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,,,,,,,,,,,,
MT-3974,Tania Barychka,Cape St. Mary's,NL,Newfoundland,2022,8,2,2022-08-02,Davonen Lab - Placentia Bay,KW,46.85406,-54.20241,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,,,,,,,,,,,,
MT-4002,Tania Barychka,Ocean btw Musgrave Harbour and Penguin Islands,NL,Newfoundland,2022,8,2,2022-08-02,Davonen Lab -Notre Dame Bay,,,,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,N,,,Observed while at sea for bird and whale acoustics,,,,,,,,
MT-4003,Tania Barychka,Ocean btw Musgrave Harbour and Penguin Islands,NL,Newfoundland,2022,8,2,2022-08-02,Davonen Lab -Notre Dame Bay,,,,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,1,,1,,,,,,N,,,"Observed while at sea for bird and whale acoustics; on water, slowly spinning, head lolling",,,,,,,,
MT-1816,Tania Barychka,Gooseberry Cove,NL,Newfoundland,2022,8,3,2022-08-03,Public,Matthew.English@ec.gc.ca,48.03467,-53.6404,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,,1,,,,,,,,,,,,,,,,,
MT-1818,Tania Barychka,"Terre-Neuve-et-Labrador, Ferryland, NL, CA",NL,Newfoundland,2022,8,3,2022-08-03,iNaturalist,gonature1,47.0283661,-52.889114,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,,,,,,,,129312570,
MT-1819,Tania Barychka,"Sally's Cove, NL A0K 4Z0, Canada",NL,Newfoundland,2022,8,3,2022-08-03,iNaturalist,rdm-ncb,49.6830278,-57.964681,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,,,,,,,,129358020,
MT-1820,Tania Barychka,"Gros Morne National Park, Division #9, Subdivision A, NL, CA",NL,Newfoundland,2022,8,3,2022-08-03,iNaturalist,alexabely,49.6829833,-57.964612,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,,,,,,,,129870851,
MT-1821,Tania Barychka,Off Tors Cove,NL,Newfoundland,2022,8,3,2022-08-03,Jeannine Winkel,,47.207594,-52.816272,BLKI,Black-legged Kittiwake,Rissa tridactyla,seabirds,presume_positive,,,,,Water,,,0,1,1,,,,,,,,,,,,,,,,,
MT-1822,Tania Barychka,Off Tors Cove,NL,Newfoundland,2022,8,3,2022-08-03,Jeannine Winkel,,47.207594,-52.816272,HERG,Herring Gull,Larus argentatus,seabirds,presume_positive,,,juvenile,,Water,,,1,0,1,,,,,,,,,,,,,,,,,
MT-1823,Tania Barychka,Off Tors Cove,NL,Newfoundland,2022,8,3,2022-08-03,Jeannine Winkel,,47.207594,-52.816272,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,adult,breeding,Water,,,0,1,1,,,,,,,,,,,,,,,,,
MT-1824,Tania Barychka,Mobile Bay,NL,Newfoundland,2022,8,3,2022-08-03,Jeannine Winkel,,47.247007,-52.839185,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,adult,breeding,Land,,,0,1,1,,,,,,,,,,,,,,,,,
MT-1825,Tania Barychka,Mobile Bay,NL,Newfoundland,2022,8,3,2022-08-03,Jeannine Winkel,,47.244767,-52.835573,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,adult,breeding,Water,,,0,2,1,,,,,,,,,,,,,,,,,
MT-3567,TaniaBarychka,Near Great Island (Witless Bay Reserve),NL,Newfoundland,2022,8,3,2022-08-03,Brian Condon,Bill_Montevecchi_Lab,47.188,-52.81347,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,0,1,1,,,,,,,,,,,,,,,,TB200,
MT-3805,Tania Barychka,Greenspond,NL,Newfoundland,2022,8,3,2022-08-03,Sabina W. via C Ward,Chris Ward (ECCC),49.07472,-53.577,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Land,,,,7,7,,,,,,,,,,,,,,,,,
MT-3806,Tania Barychka,Greenspond,NL,Newfoundland,2022,8,3,2022-08-03,Sabina W. via C Ward,Chris Ward (ECCC),49.07472,-53.577,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Land,,,1,,1,,,,,,,,,,,,,,,,,
MT-3807,Tania Barychka,Greenspond,NL,Newfoundland,2022,8,3,2022-08-03,Sabina W. via C Ward,Chris Ward (ECCC),49.07472,-53.577,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,2,,2,,,,,,,,,,,,,,,,,
MT-3808,Tania Barychka,Greenspond,NL,Newfoundland,2022,8,3,2022-08-03,Sabina W. via C Ward,Chris Ward (ECCC),49.07472,-53.577,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,fledging,,Land,,,,1,1,,,,,,,,,,,,,,,,,
MT-3809,Tania Barychka,Greenspond,NL,Newfoundland,2022,8,3,2022-08-03,Sabina W. via C Ward,Chris Ward (ECCC),49.07472,-53.577,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,,,,,,,,,
MT-3950,Tania Barychka,Fogo Island,NL,Newfoundland,2022,8,3,2022-08-03,Gordon Slade via Sabina W.,Chris Ward (ECCC),49.66902,-54.1404,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,2,2,,,,,,,,,"Used the date of the email, no observation date reported",,,,,,,,
MT-3951,Tania Barychka,Fogo Island,NL,Newfoundland,2022,8,3,2022-08-03,Gordon Slade via Sabina W.,Chris Ward (ECCC),49.66902,-54.1404,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,"Used the date of the email, no observation date reported",,,,,,,,
MT-4004,Tania Barychka,Lumsden + Finescale Survery Area,NL,Newfoundland,2022,8,3,2022-08-03,Davonen Lab -Notre Dame Bay,,,,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,N,,,Observed while at sea for a Finescale Survey,,,,,,,,
MT-4005,Tania Barychka,Lumsden + Finescale Survery Area,NL,Newfoundland,2022,8,3,2022-08-03,Davonen Lab -Notre Dame Bay,,,,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Water,,,1,,1,,,,,,N,,,Observed while at sea for a Finescale Survey,,,,,,,,
MT-4006,Tania Barychka,Lumsden + Finescale Survery Area,NL,Newfoundland,2022,8,3,2022-08-03,Davonen Lab -Notre Dame Bay,,,,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,N,,,Observed while at sea for a Finescale Survey,,,,,,,,
MT-4007,Tania Barychka,Lumsden + Finescale Survery Area,NL,Newfoundland,2022,8,3,2022-08-03,Davonen Lab -Notre Dame Bay,,,,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,1,,1,,,,,,N,,,Observed while at sea for a Finescale Survey,,,,,,,,
MT-4008,Tania Barychka,Lumsden + Finescale Survery Area,NL,Newfoundland,2022,8,3,2022-08-03,Davonen Lab -Notre Dame Bay,,,,UNSH,Unknown Shearwater,Unknown Shearwater,seabirds,presume_negative,,,,,Water,,,,1,1,,,,,,N,,,"Observed while at sea for a Finescale Survey; unidentified shearwater spotted by Larry, HPAI or other means?",,,,,,,,
MT-5069,Tania Barychka,Avalon Peninsula-St. John's,NL,Newfoundland,2022,8,3,2022-08-03,ebird Apri -Sept 2022,S116288546,46.97032,-52.9112,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,One recently dead on the East coast trail,,,,,,,S116288546,
MT-1826,Matthew English,Deadman's Bay,NL,Newfoundland,2022,8,4,2022-08-04,Bill Montevecchi,mont@mun.ca,49.33492,-53.7,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,12,12,,,,,,,,,,,,,"49.33, -53.7",49.33,-53.7,,
MT-1827,Matthew English,Pigeon Cove,NL,Newfoundland,2022,8,4,2022-08-04,Tony Power,capekeeper@yahoo.com,46.684411,-53.26,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,Adult,,Land,,,,6,6,,,,,,,,,,,,,"46.68, -53.26",46.68,-53.26,,
MT-1829,Matthew English,Pigeon Cove,NL,Newfoundland,2022,8,4,2022-08-04,Tony Power,capekeeper@yahoo.com,46.684411,-53.26,BLKI,Black-legged Kittiwake,Rissa tridactyla,seabirds,presume_positive,,,Adult,,Land,,,,1,1,,,,,,,,,,,,,"46.68, -53.26",46.68,-53.26,,
MT-1831,Matthew English,Pigeon Cove,NL,Newfoundland,2022,8,4,2022-08-04,Tony Power,capekeeper@yahoo.com,46.684411,-53.26,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Land,,,,28,28,,,,,,,,,,,,,"46.68, -53.26",46.68,-53.26,,
MT-1832,Matthew English,Pigeon Cove,NL,Newfoundland,2022,8,4,2022-08-04,Tony Power,capekeeper@yahoo.com,46.684411,-53.26,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,Juvenile,,Land,,,,2,2,,,,,,,,,,,,,"46.68, -53.26",46.68,-53.26,,
MT-1837,Matthew English,Pigeon Cove,NL,Newfoundland,2022,8,4,2022-08-04,Tony Power,capekeeper@yahoo.com,46.684411,-53.26,RAZO,Razorbill,Alca torda,seabirds,presume_positive,,,,,Land,,,1,,1,,,,,,,,,,,,,"46.68, -53.26",46.68,-53.26,,
MT-1897,Matthew English,Pigeon Cove,NL,Newfoundland,2022,8,4,2022-08-04,Tony Power,capekeeper@yahoo.com,46.684411,-53.26,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,,8,8,,,,,,,,,,,,,"46.68, -53.26",46.68,-53.26,,
MT-1898,Matthew English,Pigeon Cove,NL,Newfoundland,2022,8,4,2022-08-04,Tony Power,capekeeper@yahoo.com,46.684411,-53.26,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Water,,,,36,36,,,,,,,,,,,,,"46.68, -53.26",46.68,-53.26,,
MT-1899,Tania Barychka,Petty Harbour-Maddox Cove,NL,Newfoundland,2022,8,4,2022-08-04,Public via Darlene Jones,"Darlene Jones, djones@cwhc-rcsf.ca>",47.4698,-52.71,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,x,x,,,,,,,,,"online report, dead murres at Petty Harbour-Maddox Cove, 47.4698,-52.7052 (can provide contact info if needed)",,,,,,,,
MT-1900,Tania Barychka,Cape Bonavista Lighthouse,NL,Newfoundland,2022,8,4,2022-08-04,Public via Darlene Jones,"Darlene Jones, djones@cwhc-rcsf.ca>",48.7014,-53.09,ATPU,Atlantic Puffin,Fratercula arctica,seabirds,presume_positive,,,,,Water,,,,50,50,,,,,,,,,50+,,,,,,,,
MT-1901,Tania Barychka,Mobile Bay,NL,Newfoundland,2022,8,4,2022-08-04,Jeannine Winkel,,47.2420028,-52.824671,BLKI,Black-legged Kittiwake,Rissa tridactyla,seabirds,presume_positive,,,adult,breeding,Water,,,0,1,1,,,,,,,,,,,,,,,,,
MT-1902,Tania Barychka,Off Tors Cove,NL,Newfoundland,2022,8,4,2022-08-04,Jeannine Winkel,,47.207594,-52.816272,ATPU,Atlantic Puffin,Fratercula arctica,seabirds,presume_positive,,,juvenile,,Water,,,0,1,1,,,,,,,,,,,,,,,,,
MT-3568,TaniaBarychka,Yard in Musgrave Harbour,NL,Newfoundland,2022,8,4,2022-08-04,John Goodyear,Bill_Montevecchi_Lab,49.43927,-53.91829,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,,,,1,0,1,,,,,,,,,"Sick, Swabbed and returned to sea by Bill Montevecchi",,,,,,,TB201,
MT-3569,TaniaBarychka,Pigeon Cove Beach,NL,Newfoundland,2022,8,4,2022-08-04,Tony Power,Bill_Montevecchi_Lab,51.2008,-56.78288,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,Adult,,Land,,,0,6,6,,,,,,,,,August 4 11:30 foggy WSW light,,,,,,,TB202,
MT-3570,TaniaBarychka,Pigeon Cove Beach,NL,Newfoundland,2022,8,4,2022-08-04,Tony Power,Bill_Montevecchi_Lab,51.2008,-56.78288,BLKI,Black-legged Kittiwake,Rissa tridactyla,seabirds,presume_positive,,,Adult,,Land,,,0,1,1,,,,,,,,,August 4 11:30 foggy WSW light,,,,,,,TB203,
MT-3571,TaniaBarychka,Pigeon Cove Beach,NL,Newfoundland,2022,8,4,2022-08-04,Tony Power,Bill_Montevecchi_Lab,51.2008,-56.78288,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,2 chicks,,Land,,,0,30,30,,,,,,,,,August 4 11:30 foggy WSW light,,,,,,,TB204,
MT-3572,TaniaBarychka,Pigeon Cove Beach,NL,Newfoundland,2022,8,4,2022-08-04,Tony Power,Bill_Montevecchi_Lab,51.2008,-56.78288,RAZO,Razorbill,Alca torda,seabirds,presume_positive,,,,,Land,,,1,0,1,,,,,,,,,August 4 11:30 foggy WSW light,,,,,,,TB205,
MT-3573,TaniaBarychka,Offshore Pigeon Cove Beach,NL,Newfoundland,2022,8,4,2022-08-04,Tony Power,Bill_Montevecchi_Lab,51.2008,-56.78288,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,0,8,8,,,,,,,,,August 4 11:30 foggy WSW light,,,,,,,TB206,
MT-3574,TaniaBarychka,Offshore Pigeon Cove Beach,NL,Newfoundland,2022,8,4,2022-08-04,Tony Power,Bill_Montevecchi_Lab,51.2008,-56.78288,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Water,,,0,36,36,,,,,,,,,"August 4 11:30 foggy WSW light, COMU/TBMU",,,,,,,TB207,
MT-3575,TaniaBarychka,Anchor Brook,NL,Newfoundland,2022,8,4,2022-08-04,Bill Bryden,Bill_Montevecchi_Lab,49.37161,-53.7415,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,,,,Some,Some,Some,,,,,,,,,"Sick/Dying, number of birds not specified",,,,,,,TB208,
MT-3576,TaniaBarychka,Deadman's Bay,NL,Newfoundland,2022,8,4,2022-08-04,Bill Montevecchi,Bill_Montevecchi_Lab,49.35108,-53.6899,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,2,6,8,,,,,,,,,"Dying, 2 old",,,,,,,TB209,
MT-3577,TaniaBarychka,Deadman's Bay,NL,Newfoundland,2022,8,4,2022-08-04,Bill Montevecchi,Bill_Montevecchi_Lab,49.35108,-53.6899,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Land,,,0,2,2,,,,,,,,,,,,,,,,TB210,
MT-3810,Tania Barychka,Ship Island,NL,Newfoundland,2022,8,4,2022-08-04,Sabina W. via C Ward,Chris Ward (ECCC),49.64397,-54.6074,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Land,,,,16,16,,,,,,,,,included banded 1166 08781,,,,,,,,
MT-3811,Tania Barychka,Ship Island,NL,Newfoundland,2022,8,4,2022-08-04,Sabina W. via C Ward,Chris Ward (ECCC),49.64397,-54.6074,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Land,,,4,,4,,,,,,,,,,,,,,,,,
MT-3812,Tania Barychka,Ship Island,NL,Newfoundland,2022,8,4,2022-08-04,Sabina W. via C Ward,Chris Ward (ECCC),49.64397,-54.6074,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,,,,,,,,,
MT-3813,Tania Barychka,Ship Island,NL,Newfoundland,2022,8,4,2022-08-04,Sabina W. via C Ward,Chris Ward (ECCC),49.64397,-54.6074,GRSH,Great Shearwater,Ardenna gravis,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,,,,,,,,,
MT-3814,Tania Barychka,Copper Island,NL,Newfoundland,2022,8,4,2022-08-04,Sabina W. via C Ward,Chris Ward (ECCC),48.5753,-53.7127,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Land,,,2,,2,,,,,,,,,,,,,,,,,
MT-3815,Tania Barychka,Copper Island,NL,Newfoundland,2022,8,4,2022-08-04,Sabina W. via C Ward,Chris Ward (ECCC),48.5753,-53.7127,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,2,,2,,,,,,,,,,,,,,,,,
MT-3816,Tania Barychka,Copper Island,NL,Newfoundland,2022,8,4,2022-08-04,Sabina W. via C Ward,Chris Ward (ECCC),48.5753,-53.7127,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,2,2,,,,,,,,,,,,,,,,,
MT-3817,Tania Barychka,Copper Island,NL,Newfoundland,2022,8,4,2022-08-04,Sabina W. via C Ward,Chris Ward (ECCC),48.5753,-53.7127,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Land,,,,3,3,,,,,,,,,,,,,,,,,
MT-3818,Tania Barychka,Copper Island,NL,Newfoundland,2022,8,4,2022-08-04,Sabina W. via C Ward,Chris Ward (ECCC),48.5753,-53.7127,LESP,Leach's Storm-Petrel,Hydrobates leucorhous,seabirds,presume_positive,,,,,Land,,,,5,5,,,,,,,,,,,,,,,,,
MT-3820,Tania Barychka,"Lower Pond beach, Witless Bay",NL,Newfoundland,2022,8,4,2022-08-04,Paddy'sPond via C Ward,Chris Ward (ECCC),47.28424,-52.8138,UNGU,Unknown Gull,Unknown Gull,seabirds,presume_positive,,,,,Land,,,,12,12,,,,,,,,,,,,,,,,,
MT-3821,Tania Barychka,Port Union Beach,NL,Newfoundland,2022,8,4,2022-08-04,Paddy'sPond via C Ward,Chris Ward (ECCC),48.49774,-53.0849,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,25,25,,,,,,,,,,,,,,,,,
MT-3822,Tania Barychka,Tors Cove Beach,NL,Newfoundland,2022,8,4,2022-08-04,Paddy'sPond via C Ward,Chris Ward (ECCC),47.21719,-52.8515,UNGU,Unknown Gull,Unknown Gull,seabirds,presume_positive,,,,,Land,,,,15,15,,,,,,,,,Near the spillway,,,,,,,,
MT-3975,Tania Barychka,Angel's Cove,NL,Newfoundland,2022,8,4,2022-08-04,Davonen Lab - Placentia Bay,KW,46.9181,-54.17997,ATPU,Atlantic Puffin,Fratercula arctica,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,,,,,,,,,,,,
MT-3976,Tania Barychka,Angel's Cove,NL,Newfoundland,2022,8,4,2022-08-04,Davonen Lab - Placentia Bay,KW,46.94321,-54.19466,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,,,,likely COMU,,,,,,,,
MT-3977,Tania Barychka,Angel's Cove,NL,Newfoundland,2022,8,4,2022-08-04,Davonen Lab - Placentia Bay,KW,46.96476,-54.19059,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,,,,"Large, possibly gannet",,,,,,,,
MT-3978,Tania Barychka,Angel's Cove,NL,Newfoundland,2022,8,4,2022-08-04,Davonen Lab - Placentia Bay,KW,46.99824,-54.16812,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,,,,,,,,,,,,
MT-3979,Tania Barychka,Angel's Cove,NL,Newfoundland,2022,8,4,2022-08-04,Davonen Lab - Placentia Bay,KW,46.98958,-54.16995,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,,,,,,,,,,,,
MT-3980,Tania Barychka,Angel's Cove,NL,Newfoundland,2022,8,4,2022-08-04,Davonen Lab - Placentia Bay,KW,46.9821,-54.1727,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,,,,,,,,,,,,
MT-3981,Tania Barychka,Angel's Cove,NL,Newfoundland,2022,8,4,2022-08-04,Davonen Lab - Placentia Bay,KW,46.97066,-54.17991,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,,,,,,,,,,,,
MT-3982,Tania Barychka,Angel's Cove,NL,Newfoundland,2022,8,4,2022-08-04,Davonen Lab - Placentia Bay,"KW, MN",46.9338,-54.19536,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,,,,,,,,,,,,
MT-3983,Tania Barychka,South St. Bride's,NL,Newfoundland,2022,8,4,2022-08-04,Davonen Lab - Placentia Bay,KW,46.91425,-54.18789,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,,,,,,,,,,,,
MT-3984,Tania Barychka,South St. Bride's,NL,Newfoundland,2022,8,4,2022-08-04,Davonen Lab - Placentia Bay,"KW, MN",46.90387,-54.19972,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,,,,,,,,,,,,
MT-3985,Tania Barychka,South St. Bride's,NL,Newfoundland,2022,8,4,2022-08-04,Davonen Lab - Placentia Bay,"KW, MN",46.90387,-54.19972,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,1,,1,,,,,,,,,,,,,,,,,
MT-3986,Tania Barychka,South St. Bride's,NL,Newfoundland,2022,8,4,2022-08-04,Davonen Lab - Placentia Bay,KW,46.90612,-54.18878,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,,,,,,,,,,,,
MT-3987,Tania Barychka,St. Bride's Harbour,NL,Newfoundland,2022,8,4,2022-08-04,Davonen Lab - Placentia Bay,"KW, MN",46.918358,-54.17738,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,,,,,,,,,,,,
MT-4009,Tania Barychka,Offshore towards the Wadhams,NL,Newfoundland,2022,8,4,2022-08-04,Davonen Lab -Notre Dame Bay,,,,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,N,,,Observed while at sea for bird and whale acoustics,,,,,,,,
MT-4010,Tania Barychka,Offshore towards the Wadhams,NL,Newfoundland,2022,8,4,2022-08-04,Davonen Lab -Notre Dame Bay,,,,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,N,,,Observed while at sea for bird and whale acoustics,,,,,,,,
MT-5066,Tania Barychka,Avalon Peninsula-St. John's,NL,Newfoundland,2022,8,4,2022-08-04,ebird Apri -Sept 2022,S116315721,47.02195,-52.8786,BLGU,Black Guillemot,Cepphus grylle,seabirds,presume_negative,,,,,Land,,,,3,3,,,,,,,,,3 deceased on beach.,,,,,,,S116315721,
MT-5090,Tania Barychka,Point Lance Beach,NL,Newfoundland,2022,8,4,2022-08-04,Bill_Montevecchi_Lab_20220112,Montevecchi lab,46.8105,-54.087798,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,Adult,,Land,,,0,40,40,,,,,,,,,"2 fresh, Some bodies may have been double counted from previous observations by Montevecchi lab at Point Lance Beach",,,,,,,TB369,
MT-5091,Tania Barychka,Point Lance Beach,NL,Newfoundland,2022,8,4,2022-08-04,Bill_Montevecchi_Lab_20220112,Montevecchi lab,46.8105,-54.087798,BLKI,Black-legged Kittiwake,Rissa tridactyla,seabirds,presume_positive,,,Adult 1 Juvenile,,Land,,,0,8,8,,,,,,,,,Some bodies may have been double counted from previous observations by Montevecchi lab at Point Lance Beach,,,,,,,TB370,
MT-5092,Tania Barychka,Point Lance Beach,NL,Newfoundland,2022,8,4,2022-08-04,Bill_Montevecchi_Lab_20220112,Montevecchi lab,46.8105,-54.087798,GRSH,Great Shearwater,Ardenna gravis,seabirds,presume_positive,,,Adult,,Land,,,0,1,1,,,,,,,,,Some bodies may have been double counted from previous observations by Montevecchi lab at Point Lance Beach,,,,,,,TB371,
MT-5093,Tania Barychka,Point Lance Beach,NL,Newfoundland,2022,8,4,2022-08-04,Bill_Montevecchi_Lab_20220112,Montevecchi lab,46.8105,-54.087798,RAZO,Razorbill,Alca torda,seabirds,presume_positive,,,Adult,,Land,,,0,1,1,,,,,,,,,Some bodies may have been double counted from previous observations by Montevecchi lab at Point Lance Beach,,,,,,,TB372,
MT-5094,Tania Barychka,Point Lance Beach,NL,Newfoundland,2022,8,4,2022-08-04,Bill_Montevecchi_Lab_20220112,Montevecchi lab,46.8105,-54.087798,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,Adult 10 fledglings,,Land,,,2,131,133,,,,,,,,,"41 breeding, some bodies may have been double counted from previous observations by Montevecchi lab at Point Lance Beach",,,,,,,TB373,
MT-5095,Tania Barychka,Point Lance Beach,NL,Newfoundland,2022,8,4,2022-08-04,Bill_Montevecchi_Lab_20220112,Montevecchi lab,46.8105,-54.087798,ATPU,Atlantic Puffin,Fratercula arctica,seabirds,presume_positive,,,Adult,,Land,,,0,1,1,,,,,,,,,Some bodies may have been double counted from previous observations by Montevecchi lab at Point Lance Beach,,,,,,,TB373,
