UniqueID,SiteName,Prov,Prov_2,Year,Month,Day,DateObserved,Month_alpha,Observer,Observer_anon,Observer_contact,Observer_contact_anon,Lat,Long,Source,Source_anon,SpeciesAlphaCode,Source_type,CommonName,LatinName,GroupAs,SpeciesGroup,Species_HPAIstatus,Individual_HPAIVstatus,AgeClass,BreedingStatus,LandWater,Colony_Y_N,IFcolony_complete_partial_survey,IFcolony_boat_foot_heli_plane,n_FoundNeurological,n_FoundDead,TotalObserved,Comments,id,concatenated_ids_eccc,concatenated_ids_trevor,concatenated_ids_cwhc,concatenated_ids_cfia,Species_HPAIstatus_DateApplicable,Region,Complete_Mortality_Dataset,HPAI_Mortality_Dataset_Baseline,Double_Count_Analysis_Dataset,Scenario_A_0day_1km,Scenario_B_1day_1km,Scenario_C_5day_1km,Scenario_D_0day_5km,Scenario_E_5day_5km,Scenario_F_1day_5km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4885, ,NL,Labrador,2022,9,16,2022-09-16,September,,4e889b9ad90259707b0a8a7257b69b44,,83c798fb07d58a396e26e99a99ec119c,54.9082,-59.7725,,1d2dda6e857f017b5db6c65dfc56bccf,BLKI,Indigenous,Black-legged Kittiwake,Rissa tridactyla,seabirds,BLKI,presume positive,,,,Land,,,,,,1,community member,,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4886, ,NL,Labrador,2022,7,27,2022-07-27,July,,1b44794075d90625611afe38103920c7,,83c798fb07d58a396e26e99a99ec119c,52.7722,-56.1186,,fdf27360f44607081d7ce02d0eace89b,GBBG,Indigenous,Great Black-backed Gull,Larus marinus,seabirds,Gull,presume positive,,,,Land,,,,,,1,community member,,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4887, ,NL,Labrador,2022,7,27,2022-07-27,July,,a30f57ab9095a6dfb523b78e88445b00,,83c798fb07d58a396e26e99a99ec119c,53.322748,-60.394246,,b7215bd3b45954b31c23b0f31d044308,GBBG,Public,Great Black-backed Gull,Larus marinus,seabirds,Gull,presume positive,,,,Land,,,,,,1,Labrador Hunting and Fishing Association,,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-492,Miramichi Region,NB,NB,2022,6,17,2022-06-17,June,,033672e25e5116d0572421b85e5116ef,,,47.236,-65.01,,033672e25e5116d0572421b85e5116ef,Unknown Gull,Provincial,Unknown Gull,Laridae sp.,seabirds,Gull,presume positive,,,,Land,,,,,0,0,Weekly sums of collected birds; some may be estimates.,,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-494,Miramichi Region,NB,NB,2022,6,17,2022-06-17,June,,033672e25e5116d0572421b85e5116ef,,,47.236,-65.01,,033672e25e5116d0572421b85e5116ef,"Unknown Crows, Ravens and Jays Corvidae gen, sp.",Provincial,"Unknown Crows, Ravens and Jays (Corvidae gen, sp.)","Unknown Crows, Ravens and Jays (Corvidae gen, sp.)",landbirds,"Unknown Crows, Ravens and Jays (Corvidae gen, sp.)",presume positive,,,,Land,,,,,0,0,Weekly sums of collected birds; some may be estimates.,,,,,,2022-04-01 to 2022-09-30,,retain,retain,exclude,exclude,exclude,exclude,exclude,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4969,Avalon Peninsula-St. John's,NL,Newfoundland,2022,8,10,2022-08-10,August,,424d194c62e6a816d0b9508304afb19f,,424d194c62e6a816d0b9508304afb19f,47.63447,-53.7676,,f414a8cd50b41d7450e730acf0b75aba,HERG,Citizen science platform,Herring Gull,Larus argentatus,seabirds,Gull,presume positive,,,,Land,,,,1,,1,"Drizzle at times, overcast, moderate ne wind, 13 C. Saw one dead Gannet floating near shore, and one sick juvenile herring  gull, in the woods on the trail to mussel beds.",S116671232,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-498,Miramichi Region,NB,NB,2022,6,24,2022-06-24,June,,033672e25e5116d0572421b85e5116ef,,,47.236,-65.01,,033672e25e5116d0572421b85e5116ef,Unknown Gull,Provincial,Unknown Gull,Laridae sp.,seabirds,Gull,presume positive,,,,Land,,,,,0,0,Weekly sums of collected birds; some may be estimates.,,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4985,Avalon Peninsula-St. John's,NL,Newfoundland,2022,7,25,2022-07-25,July,,2f1d169329cdeda83e45e95ea567abfa,,2f1d169329cdeda83e45e95ea567abfa,47.28213,-52.8131,,f414a8cd50b41d7450e730acf0b75aba,BLKI,Citizen science platform,Black-legged Kittiwake,Rissa tridactyla,seabirds,BLKI,presume positive,,,,Land,,,,1,8,9,1 sick & 8 dead Kittiwakes along shoreline of pond and beach.  1 sick HERG on shoreline of pond.  NL department of Wildlife notified.,S115726317,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4986,Avalon Peninsula-St. John's,NL,Newfoundland,2022,7,25,2022-07-25,July,,2f1d169329cdeda83e45e95ea567abfa,,2f1d169329cdeda83e45e95ea567abfa,47.28213,-52.8131,,f414a8cd50b41d7450e730acf0b75aba,HERG,Citizen science platform,Herring Gull,Larus argentatus,seabirds,Gull,presume positive,,,,Land,,,,1,,1,1 sick & 8 dead Kittiwakes along shoreline of pond and beach.  1 sick HERG on shoreline of pond.  NL department of Wildlife notified.,S115726317,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,exclude,exclude,exclude,exclude,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4987,Cape Breton,NS,NS,2022,4,16,2022-04-16,April,,06d5ff26fad99d61654c3151e6abe244,,06d5ff26fad99d61654c3151e6abe244,46.17258,-59.938,,f414a8cd50b41d7450e730acf0b75aba,TBMU,Citizen science platform,Thick-billed Murre,Uria lomvia,seabirds,TBMU,presume positive,,,,Land,,,,,2,2,"2 thick-billed murre dead on the beach near each other on the hightide mark most likely washed in with previous hightide. 2 black guillemot further down the beach, same, both near each other on the hightide mark. No recent storms and bodies were in decent shape.",S107202746,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4988,Cape Breton,NS,NS,2022,4,16,2022-04-16,April,,06d5ff26fad99d61654c3151e6abe244,,06d5ff26fad99d61654c3151e6abe244,46.17258,-59.938,,f414a8cd50b41d7450e730acf0b75aba,BLGU,Citizen science platform,Black Guillemot,Cepphus grylle,seabirds,BLGU,presume negative,,,,Land,,,,,2,2,"2 thick-billed murre dead on the beach near each other on the hightide mark most likely washed in with previous hightide. 2 black guillemot further down the beach, same, both near each other on the hightide mark. No recent storms and bodies were in decent shape.",S107202746,,,,,2022-04-01 to 2022-09-30,,retain,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4989,Halifax,NS,NS,2022,4,12,2022-04-12,April,,42006bd491240b00d13bad51fa6eb0a8,,42006bd491240b00d13bad51fa6eb0a8,44.62243,-63.5677,,f414a8cd50b41d7450e730acf0b75aba,LEBI,Citizen science platform,Least Bittern,Ixobrychus exilis,waders,LEBI,,,,,Land,,,,,1,1,"Photo by Sarah Foote. Submitted to eBird by Alix d'Entremont on behalf of the Nova Scotia Bird Society.----From Sarah Foote: I found it (Least Bittern) today, Apr. 12, at about 9:30am. At Point Pleasant Park, here: 44.622339, -63.567109. Found deceased in the culvert under the path were it was viewed last night. Was right in the middle just like the night before, and partially eaten. Likely it passed in the culvert and then something found the remains and scavenged it.",S106996916,,,,,,,retain,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4995,Kings,NS,NS,2022,8,20,2022-08-20,August,,27760f0cb80b8fcd28a3191acf785a8e,,27760f0cb80b8fcd28a3191acf785a8e,45.09974,-64.2679,,f414a8cd50b41d7450e730acf0b75aba,PISI,Citizen science platform,Pine Siskin,Spinus pinus,landbirds,PISI,,,,,Land,,,,,1,1,"There was a dead pine siskin on the side of the road, looked like it had been hit by a car although I can't be sure.",S117269465,,,,,,,retain,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4998,Rimouski-Neigette,QC,QC,2022,6,7,2022-06-07,June,,55ed5fcb6172672912490c7620073b7a,,55ed5fcb6172672912490c7620073b7a,48.3688,-68.7269,,f414a8cd50b41d7450e730acf0b75aba,HERG,Citizen science platform,Herring Gull,Larus argentatus,seabirds,Gull,presume positive,,,,Land,,,,,1,1,"2 carcasses d'oiseaux morts, echoues : 1 eider <e0> duvet m<e2>le; 1 goeland argente",S112401867,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-500,Miramichi Region,NB,NB,2022,6,24,2022-06-24,June,,033672e25e5116d0572421b85e5116ef,,,47.236,-65.01,,033672e25e5116d0572421b85e5116ef,"Unknown Crows, Ravens and Jays Corvidae gen, sp.",Provincial,"Unknown Crows, Ravens and Jays (Corvidae gen, sp.)","Unknown Crows, Ravens and Jays (Corvidae gen, sp.)",landbirds,"Unknown Crows, Ravens and Jays (Corvidae gen, sp.)",presume positive,,,,Land,,,,,0,0,Weekly sums of collected birds; some may be estimates.,,,,,,2022-04-01 to 2022-09-30,,retain,retain,exclude,exclude,exclude,exclude,exclude,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5000,Rimouski-Neigette,QC,QC,2022,6,19,2022-06-19,June,,253ff460c7d80fa7db75ba041e517081,,253ff460c7d80fa7db75ba041e517081,48.44148,-68.5758,,f414a8cd50b41d7450e730acf0b75aba,HERG,Citizen science platform,Herring Gull,Larus argentatus,seabirds,Gull,presume positive,,,,Land,,,,,1,1,Fort vent du nord avec rafales <e0> 60 km/h. Trouve un pygargue adulte et un Goeland argente morts <e0> la pointe de la rue des Braves ; tr<e8>s probablement la grippe aviaire.,S113279746,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5002,Sept-Rivi<e8>res,QC,QC,2022,6,24,2022-06-24,June,,4663ce1af7f299f0199cf3649973fe23,,4663ce1af7f299f0199cf3649973fe23,50.10735,-66.7012,,f414a8cd50b41d7450e730acf0b75aba,HERG,Citizen science platform,Herring Gull,Larus argentatus,seabirds,Gull,presume positive,,,,Land,,,,,2,2,"Oiseaux trouves morts sur la rive: Goeland argente 2X, Guillemot marmette 1X.",S113678999,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5004,La Vallee-du-Richelieu,QC,QC,2022,7,7,2022-07-07,July,,767334c7d3edd3a563bb43d9205728ce,,767334c7d3edd3a563bb43d9205728ce,45.47384,-73.2874,,f414a8cd50b41d7450e730acf0b75aba,GHOW,Citizen science platform,Great Horned Owl,Bubo virginianus,raptors,GHOW,presume positive,,,,Land,,,,,1,1,Un hibou ( probablement un Grand-Duc ) mort pr<e8>s de la passerelle qui se rend <e0> l<U+0092><ee>le Goyer . SPCA Sera avisee par la Ville de Carignan.,S114598627,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5005,Cape Breton,NS,NS,2022,4,16,2022-04-16,April,,06d5ff26fad99d61654c3151e6abe244,,06d5ff26fad99d61654c3151e6abe244,46.17258,-59.938,,f414a8cd50b41d7450e730acf0b75aba,TBMU,Citizen science platform,Thick-billed Murre,Uria lomvia,seabirds,TBMU,presume positive,,,,Land,,,,,2,2,"5 on the beach feeding on 4 dead birds, 2 thick-billed murre and 2 guillemot",S107202746,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5006,Cape Breton,NS,NS,2022,4,16,2022-04-16,April,,06d5ff26fad99d61654c3151e6abe244,,06d5ff26fad99d61654c3151e6abe244,46.17258,-59.938,,f414a8cd50b41d7450e730acf0b75aba,BLGU,Citizen science platform,Black Guillemot,Cepphus grylle,seabirds,BLGU,presume negative,,,,Land,,,,,2,2,"5 on the beach feeding on 4 dead birds, 2 thick-billed murre and 2 guillemot",S107202746,,,,,2022-04-01 to 2022-09-30,,retain,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5007,Halifax,NS,NS,2022,4,10,2022-04-10,April,,beae3a3e8d3cb1c4b860b46e0e09c953,,beae3a3e8d3cb1c4b860b46e0e09c953,44.69227,-63.1222,,f414a8cd50b41d7450e730acf0b75aba,TBMU,Citizen science platform,Thick-billed Murre,Uria lomvia,seabirds,TBMU,presume positive,,,,Land,,,,,1,1,"Lying dead on beach, spotted through scope by several people.",S106705096,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5016,White Head,NB,NB,2022,7,5,2022-07-05,July,,d203548407b2a1257c83fd1f999ebe3b,,d203548407b2a1257c83fd1f999ebe3b,44.62465,-66.7212,,f414a8cd50b41d7450e730acf0b75aba,BTNW,Citizen science platform,Black-throated Green Warbler,Setophaga virens,landbirds,BTNW,,,,,Land,,,,1,,1,one bird appeared to have a breathing problem; the mouth was opening and closing but no sound came out and it seemed to be quite distressed,S114474440,,,,,,,retain,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5017,Northumberland,NB,NB,2022,7,30,2022-07-30,July,,08624780b505128be7a3908d3dfedea5,,08624780b505128be7a3908d3dfedea5,47.22836,-65.0781,,f414a8cd50b41d7450e730acf0b75aba,RBGU,Citizen science platform,Ring-billed Gull,Larus delawarensis,seabirds,Gull,presume positive,,,,Land,,,,,1,1,Also 1 dead RBGU in parking area before bridge - probably hit by a car.,S116017006,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5018,White Head,NB,NB,2022,8,25,2022-08-25,August,,cc59eb257fd2488ca906c520b6ff52c9,,cc59eb257fd2488ca906c520b6ff52c9,44.6398,-66.7066,,f414a8cd50b41d7450e730acf0b75aba,CEDW,Citizen science platform,Cedar Waxwing,Bombycilla cedrorum,landbirds,CEDW,presume negative,,,,Land,,,,,1,1,dead adult also found by roadside,S117560102,,,,,2022-04-01 to 2022-09-30,,retain,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5019,White Head,NB,NB,2022,8,27,2022-08-27,August,,c2a75e13453497978fb5dcf20a0af2ff,,c2a75e13453497978fb5dcf20a0af2ff,44.64105,-66.692,,f414a8cd50b41d7450e730acf0b75aba,HERG,Citizen science platform,Herring Gull,Larus argentatus,seabirds,Gull,presume positive,,Juvenile,,Land,,,,,1,1,freshly-dead juvenile on beach,S117654753,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5020,Grand Manan,NB,NB,2022,9,5,2022-09-05,September,,f94064aaa92eb9fe887b52854e97cd04,,f94064aaa92eb9fe887b52854e97cd04,44.77063,-66.7553,,f414a8cd50b41d7450e730acf0b75aba,HERG,Citizen science platform,Herring Gull,Larus argentatus,seabirds,Gull,presume positive,,Juvenile,,Land,,,,1,,1,One weak juvenile on trail to whale cove.  Not moving well. It appeared either injured and or sick,S118159398,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5025,Abitibi-Ouest,QC,QC,2022,4,8,2022-04-08,April,,61c1979d20447c56b8c6c5544ca6c41b,,61c1979d20447c56b8c6c5544ca6c41b,48.66158,-78.9969,,f414a8cd50b41d7450e730acf0b75aba,"Unknown Crow, Raven Crovus sp.",Citizen science platform,"Unknown Crow, Raven (Crovus sp.)","Unknown Crow, Raven (Crovus sp.)",landbirds,"Unknown Crow, Raven (Crovus sp.)",presume positive,,,,Land,,,,,1,1,"En bordure de la route 390 un grand corbeau est en train de mettre <e0> mort une corneille malade ou blessee par un vehicule. 7 autres corneilles tentent de faire fuir le grand corbeau tout en restant <e0> distance respectable, mais sans succ<e8>s.",S106545127,,,,,2022-04-01 to 2022-09-30,,retain,retain,exclude,exclude,exclude,exclude,exclude,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5027,Nicolet-Yamaska,QC,QC,2022,4,9,2022-04-09,April,,83d88b6d7d14ea90faa37d0eeb6e13d8,,83d88b6d7d14ea90faa37d0eeb6e13d8,46.14485,-72.7305,,f414a8cd50b41d7450e730acf0b75aba,SNGO,Citizen science platform,Snow Goose,Anser caerulescens,waterfowl,SNGO,presume positive,,,,Land,,,,,15,15,Estimate. Approx 15 dead. Neck collar information submitted to BBO.,S106637450,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5028,Argenteuil,QC,QC,2022,5,31,2022-05-31,May,,2fdbe634193e32495a4f17439146a29b,,2fdbe634193e32495a4f17439146a29b,45.72895,-74.2794,,f414a8cd50b41d7450e730acf0b75aba,RBGR,Citizen science platform,Rose-breasted Grosbeak,Pheucticus ludovicianus,landbirds,RBGR,,,,,Land,,,,1,,1,In distress,S111791191,,,,,,,retain,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5029,Montreal,QC,QC,2022,5,6,2022-05-06,May,,ba21bdd0af43be40d121232f4e2aa015,,ba21bdd0af43be40d121232f4e2aa015,45.44449,-73.7775,,f414a8cd50b41d7450e730acf0b75aba,PUMA,Citizen science platform,Purple Martin,Progne subis,landbirds,PUMA,,,,,Land,,,,,1,1,"This number includes a male purple martin seen in a westward-facing unit on the fourth level of the Dorval Purple Martin Lighthouse, as well as what appeared to be a dead male purple martin lying on the entrance to an eastward-facing unit on the second level. Eight other male and female purple martins were observed either in units of the nearby tower or flycatching over Valois Bay.",S109161440,,,,,,,retain,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5032,Rimouski-Neigette,QC,QC,2022,5,31,2022-05-31,May,,79004701db049e37ab5ae6224865aaf6,,79004701db049e37ab5ae6224865aaf6,48.51548,-68.4647,,f414a8cd50b41d7450e730acf0b75aba,RBGU,Citizen science platform,Ring-billed Gull,Larus delawarensis,seabirds,Gull,presume positive,,,,Land,,,,,1,1,"Dont un malade sur le rivage, probablement grippe aviaire, revu mort le lendemain.",S112559668,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5033,La C<f4>te-de-Beaupre,QC,QC,2022,6,11,2022-06-11,June,,1fe436269b285ea3d741e05f20a8c0bc,,1fe436269b285ea3d741e05f20a8c0bc,47.07809,-70.7856,,f414a8cd50b41d7450e730acf0b75aba,CLSW,Citizen science platform,Cliff Swallow,Petrochelidon pyrrhonota,landbirds,CLSW,,,,,Land,,,,,1,1,"Dont une qui pend de son nid, morte. Dans le contexte de la grippe aviaire, j'ai demande <e0> ce qu'elle soit retiree.",S112703189,,,,,,,retain,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5037,Shawinigan,QC,QC,2022,7,5,2022-07-05,July,,e37dccb5d890dfc6266049bc177c4739,,e37dccb5d890dfc6266049bc177c4739,46.75173,-72.8095,,f414a8cd50b41d7450e730acf0b75aba,RUGR,Citizen science platform,Ruffed Grouse,Bonasa umbellus,landbirds,RUGR,presume negative,,,,Land,,,,,1,1,"Females, roadside. 1 dead.",S114981296,,,,,2022-04-01 to 2022-09-30,,retain,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5038,Longueuil,QC,QC,2022,7,22,2022-07-22,July,,dafe76ab788362bd93b82ad945f89689,,dafe76ab788362bd93b82ad945f89689,45.5512,-73.4699,,f414a8cd50b41d7450e730acf0b75aba,DCCO,Citizen science platform,Double-crested Cormorant,Nannopterum auritum,seabirds,Cormorant,presume positive,,,,,,,,1,,1,dont un mourant,S115568670,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-504,Miramichi Region,NB,NB,2022,7,1,2022-07-01,July,,033672e25e5116d0572421b85e5116ef,,,47.236,-65.01,,033672e25e5116d0572421b85e5116ef,Unknown Gull,Provincial,Unknown Gull,Laridae sp.,seabirds,Gull,presume positive,,,,Land,,,,,0,0,Weekly sums of collected birds; some may be estimates.,,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,exclude,retain,exclude,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5041,La Vall<e9>e-de-l'Or,QC,QC,2022,7,4,2022-07-04,July,,49954d4e159d7a2a3e9a4e1bd44bd8bf,,49954d4e159d7a2a3e9a4e1bd44bd8bf,48.18479,-77.6162,,f414a8cd50b41d7450e730acf0b75aba,WITU,Citizen science platform,Wild Turkey,Meleagris gallopavo,landbirds,WITU,presume positive,,,,Land,,,,,1,1,femelle avec 2 petits et dindon mort,S114457246,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5043,Le Haut-Richelieu,QC,QC,2022,8,26,2022-08-26,August,,daf53eda56082f33437945b0c1a3adba,,daf53eda56082f33437945b0c1a3adba,45.07392,-73.1216,,f414a8cd50b41d7450e730acf0b75aba,CAGO,Citizen science platform,Canada Goose,Branta canadensis,waterfowl,CAGO,presume positive,,,,,,,,1,,1,1 malade <e0>vec la grippe aviaire,S117617342,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5044,Le Haut-Richelieu,QC,QC,2022,8,29,2022-08-29,August,,0a21d882d85c25729fff35a0f89044c7,,0a21d882d85c25729fff35a0f89044c7,45.07392,-73.1216,,f414a8cd50b41d7450e730acf0b75aba,RUTU,Citizen science platform,Ruddy Turnstone,Arenaria interpres,shorebirds,RUTU,,,,,,,,,1,,1,Bird was dying,S117782401,,,,,,,retain,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5045,Les Iles-de-la-Madeleine,QC,QC,2022,8,13,2022-08-13,August,,b84d55d17f7d8d4dfd4717ecc9665917,,b84d55d17f7d8d4dfd4717ecc9665917,47.62563,-61.5195,,f414a8cd50b41d7450e730acf0b75aba,COLO,Citizen science platform,Common Loon,Gavia immer,loons,COLO,presume negative,,,,,,,,1,,1,Semble bless<e9> ou malade  se prom<e8>ne pr<e8>s des bateaux amarr<e9>s au quai.,S116954214,,,,,2022-04-01 to 2022-09-30,,retain,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5046,Gatineau,QC,QC,2022,8,13,2022-08-13,August,,7bbeae0d5cb9d24c8e709914b5f14900,,7bbeae0d5cb9d24c8e709914b5f14900,45.38239,-75.8153,,f414a8cd50b41d7450e730acf0b75aba,GRHE,Citizen science platform,Green Heron,Butorides virescens,waders,GRHE,,,Juvenile,,,,,,,1,1,"Dont 1 jeune de l'ann<e9>e mort, visiblement depuis moins de 24 heure",S116885162,,,,,,,retain,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5047,Portneuf,QC,QC,2022,8,12,2022-08-12,August,,3a9eb5e72defb349cdb462582270da00,,3a9eb5e72defb349cdb462582270da00,46.71661,-71.5418,,f414a8cd50b41d7450e730acf0b75aba,MALL,Citizen science platform,Mallard,Anas platyrhynchos,waterfowl,MALL,presume positive,,,,Water,,,,,1,1,+ 1 mort flottant,S116800956,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5048,Rimouski-Neigette,QC,QC,2022,8,3,2022-08-03,August,,37f37d5dd3a6606c183d1da358d4368c,,37f37d5dd3a6606c183d1da358d4368c,48.46202,-68.5184,,f414a8cd50b41d7450e730acf0b75aba,HOME,Citizen science platform,Hooded Merganser,Lophodytes cucullatus,waterfowl,HOME,presume negative,,,,Land,,,,1,,1,"Semble malade,<e0> l<U+0092>embouchure du ruisseaux.",S116285616,,,,,2022-04-01 to 2022-09-30,,retain,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5049,Brome-Missisquoi,QC,QC,2022,9,10,2022-09-10,September,,4fa4b6968e793a9f7c2af75312ef184d,,4fa4b6968e793a9f7c2af75312ef184d,45.06257,-73.0802,,f414a8cd50b41d7450e730acf0b75aba,CAGO,Citizen science platform,Canada Goose,Branta canadensis,waterfowl,CAGO,presume positive,,,,,,,,1,,1,"Dont une possiblement malade de la grippe aviaire, triste <e0> voir.",S118455504,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5050,Brome-Missisquoi,QC,QC,2022,9,30,2022-09-30,September,,e9358d6f29428b1ecde0d5826c8ad608,,e9358d6f29428b1ecde0d5826c8ad608,45.12411,-72.9963,,f414a8cd50b41d7450e730acf0b75aba,CAGO,Citizen science platform,Canada Goose,Branta canadensis,waterfowl,CAGO,presume positive,,,,,,,,,2,2,Plus 2 mortes en bordure d'un bassin. Grippe aviaire??,S119710411,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-5051,St. George's-Stephenville,NL,Newfoundland,2022,7,5,2022-07-05,July,,56e51fb462e536014dc83e5f6f397651,,56e51fb462e536014dc83e5f6f397651,48.55086,-58.6349,,f414a8cd50b41d7450e730acf0b75aba,AMRO,Citizen science platform,American Robin,Turdus migratorius,landbirds,AMRO,presume negative,,Juvenile,,Land,,,,,1,1,Found one deceased juvenile on our property line path a couple of days ago.,S114451426,,,,,2022-04-01 to 2022-09-30,,retain,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
